,id,OSM_id,X_wgs,Y_wgs,name,area,amenities,meanLAI,wArea,wEccentricity,wMaj_Axis_Length,wMin_Axis_Length,wPerimeter,RepPer_vegcover,Bare_area_m2,Bare_pct,Grass_area_m2,Grass_pct,Impermeable_area_m2,Impermeable_pct,Infil,Infil_Rip,Infil_Storm,Monetary,Soc_Amen,Soc_Grey,Temp_LAI,Temp_Water,Trees_area_m2,Trees_pct,Water_area_m2,Water_pct,image_date,image_id
0,0,225169977,115.23396153985688,-8.671219632111631,Lapangan Puputan Margarana,150656.4,14,1.27,,,,,False,0,31820.67,0.21,45683.66,0.3,28946.54,0.19,0.0,1.0,1.0,40000.0,1.0,5.0,2.0,1.0,44205.53,0.29,0.0,0.0,2018-05-23T02:45:19.765Z,36e730b0-9d86-45f6-af43-007239d27944
1,1,260622582,115.23385261042948,-8.725732177575024,I Wayan Bulit Ground,23560.86,4,1.66,,,,,False,0,5752.06,0.24,12334.78,0.52,118.17,0.01,0.0,1.0,1.0,4800.0,1.0,5.0,2.0,1.0,5355.85,0.23,0.0,0.0,2018-01-04T02:54:38.719Z,8d16a9c8-42c7-4da8-ac6e-8e15cef15315
2,2,375772848,115.21308023242732,-8.636205506181652,Taman Kota Denpasar,22671.86,3,1.97,,,,,False,0,2900.22,0.13,9375.37,0.41,1988.82,0.09,0.0,1.0,1.0,7600.0,1.0,5.0,2.0,1.0,8407.45,0.37,0.0,0.0,2018-01-04T02:54:38.719Z,8d16a9c8-42c7-4da8-ac6e-8e15cef15315
3,3,370830713,115.21301661005074,-8.637939606968466,Lapangan Lumintang,17721.77,2,1.55,,,,,False,0,5153.51,0.29,5342.82,0.3,1419.84,0.08,0.0,1.0,1.0,5200.0,1.0,5.0,2.0,1.0,5805.59,0.33,0.0,0.0,2018-01-04T02:54:38.719Z,8d16a9c8-42c7-4da8-ac6e-8e15cef15315
4,4,544211531,115.18268216482991,-8.744997618679125,Taman Ngurah Rai,7139.87,2,1.17,,,,,False,0,1753.35,0.25,2013.11,0.28,1227.01,0.17,0.0,1.0,1.0,1900.0,1.0,5.0,2.0,1.0,2146.4,0.3,0.0,0.0,2018-01-04T02:54:38.719Z,8d16a9c8-42c7-4da8-ac6e-8e15cef15315
5,5,376960003,115.17880093333335,-8.744374166666665,Patung Ksatria Gatotkaca,2400.86,2,1.7,,0.8480718946621317,17.535445378214014,4.818124257874511,282.9239803877949,61.32,0.0,0.0,1373.85,0.57,648.97,0.27,61.31952491309386,4.0,1.0,200.0,1.0,5.0,2.0,1.0,218.58,0.09,159.46,0.07,2018-01-04T02:54:38.719Z,8d16a9c8-42c7-4da8-ac6e-8e15cef15315
6,6,375772885,115.21125517664339,-8.637985908367133,Taman Hortikultura Denpasar,2071.26,2,2.03,,,,,False,0,0.0,0.0,526.7,0.25,95.25,0.05,0.0,1.0,1.0,1300.0,1.0,5.0,3.0,1.0,1449.31,0.7,0.0,0.0,2018-01-04T02:54:38.719Z,8d16a9c8-42c7-4da8-ac6e-8e15cef15315
7,7,543792355,115.18158009215438,-8.744867457823242,NA,1650.59,1,1.08,,,,,False,0,325.01,0.2,597.85,0.36,556.82,0.34,0.0,1.0,1.0,150.0,1.0,1.0,2.0,1.0,170.91,0.1,0.0,0.0,2018-01-04T02:54:38.719Z,8d16a9c8-42c7-4da8-ac6e-8e15cef15315
8,9,414300475,115.20685745602682,-8.676119203180072,Bundaran Simpang Lima,566.98,1,0.0,,,,,False,0,0.0,0.0,284.04,0.5,282.95,0.5,0.0,1.0,1.0,0.0,1.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,2018-01-04T02:54:38.719Z,8d16a9c8-42c7-4da8-ac6e-8e15cef15315
