,id,OSM_id,X_wgs,Y_wgs,name,area,amenities,meanLAI,wArea,wEccentricity,wMaj_Axis_Length,wMin_Axis_Length,wPerimeter,RepPer_vegcover,Bare_area_m2,Bare_pct,Grass_area_m2,Grass_pct,Impermeable_area_m2,Impermeable_pct,Infil,Infil_Rip,Infil_Storm,Monetary,Soc_Amen,Soc_Grey,Temp_LAI,Temp_Water,Trees_area_m2,Trees_pct,Water_area_m2,Water_pct,image_date,image_id
0,0,630288052,99.07520003852652,2.961422630700371,Taman Bahagia,25032.15,0,1.44,,,,,False,0,0.0,0.0,6896.59,0.28,11570.29,0.46,0.0,1.0,1.0,5900.0,1.0,4.0,2.0,1.0,6565.27,0.26,0.0,0.0,2018-06-11T04:26:27.342Z,5cb3ce61-436a-4213-9e50-3750fe0074d8
1,1,615164555,99.06098350275987,2.9571144626556194,Taman Sangnaualuh,21723.69,0,1.68,,,,,False,0,3959.56,0.18,3465.2,0.16,304.58,0.01,0.0,1.0,1.0,13000.0,1.0,5.0,2.0,1.0,13994.35,0.64,0.0,0.0,2018-06-11T04:26:27.342Z,5cb3ce61-436a-4213-9e50-3750fe0074d8
2,2,516981413,99.0598104,2.9559319,Lapangan Adam Malik,13607.94,1,1.36,,,,,False,0,4481.48,0.33,2788.83,0.2,2724.35,0.2,0.0,1.0,1.0,3300.0,1.0,1.0,2.0,1.0,3613.28,0.27,0.0,0.0,2018-06-11T04:26:27.342Z,5cb3ce61-436a-4213-9e50-3750fe0074d8
3,3,630288047,99.07629776589663,2.971129574207801,NA,11779.93,0,1.6,,,,,False,0,2636.43,0.22,6285.43,0.53,1012.57,0.09,0.0,1.0,1.0,1700.0000000000002,1.0,5.0,2.0,1.0,1845.5,0.16,0.0,0.0,2018-06-11T04:26:27.342Z,5cb3ce61-436a-4213-9e50-3750fe0074d8
4,4,630288051,99.06840720210359,2.9443780921883675,Lapangan Horbo,10952.84,0,1.73,,,,,False,0,900.92,0.08,7618.97,0.7,2195.14,0.2,0.0,1.0,1.0,210.0,1.0,5.0,2.0,1.0,237.81,0.02,0.0,0.0,2018-06-11T04:26:27.342Z,5cb3ce61-436a-4213-9e50-3750fe0074d8
5,5,630288050,99.04154141110797,2.9444062247190037,Tugu BEO,2964.32,0,1.71,,,,,False,0,0.0,0.0,1159.56,0.39,69.37,0.02,0.0,1.0,1.0,1600.0,1.0,5.0,2.0,1.0,1735.38,0.59,0.0,0.0,2018-06-11T04:26:27.342Z,5cb3ce61-436a-4213-9e50-3750fe0074d8
